series_id,year,period,area_type_code,area_code,measure_code,seasonal,srd_code,area_text,measure_text,NAMELSAD,STUSPS,unemployment_percent
LAUCN010030000000003,2010,M13,F,CN0100300000000,03,U,01,"Baldwin County, AL",unemployment rate,Baldwin County,AL,9.9
LAUCN010030000000003,2011,M13,F,CN0100300000000,03,U,01,"Baldwin County, AL",unemployment rate,Baldwin County,AL,8.9
LAUCN010030000000003,2012,M13,F,CN0100300000000,03,U,01,"Baldwin County, AL",unemployment rate,Baldwin County,AL,7.7
LAUCN010030000000003,2013,M13,F,CN0100300000000,03,U,01,"Baldwin County, AL",unemployment rate,Baldwin County,AL,6.8
LAUCN010030000000003,2014,M13,F,CN0100300000000,03,U,01,"Baldwin County, AL",unemployment rate,Baldwin County,AL,6.1
LAUCN010030000000003,2015,M13,F,CN0100300000000,03,U,01,"Baldwin County, AL",unemployment rate,Baldwin County,AL,5.5
LAUCN010030000000003,2016,M13,F,CN0100300000000,03,U,01,"Baldwin County, AL",unemployment rate,Baldwin County,AL,4.9
LAUCN010030000000003,2017,M13,F,CN0100300000000,03,U,01,"Baldwin County, AL",unemployment rate,Baldwin County,AL,3.8
LAUCN010030000000003,2018,M13,F,CN0100300000000,03,U,01,"Baldwin County, AL",unemployment rate,Baldwin County,AL,3.3
LAUCN010030000000003,2019,M13,F,CN0100300000000,03,U,01,"Baldwin County, AL",unemployment rate,Baldwin County,AL,2.7
LAUCN010030000000003,2020,M13,F,CN0100300000000,03,U,01,"Baldwin County, AL",unemployment rate,Baldwin County,AL,5.7
LAUCN010030000000003,2021,M13,F,CN0100300000000,03,U,01,"Baldwin County, AL",unemployment rate,Baldwin County,AL,2.7
LAUCN010030000000003,2022,M13,F,CN0100300000000,03,U,01,"Baldwin County, AL",unemployment rate,Baldwin County,AL,2.2
LAUCN010030000000003,2023,M13,F,CN0100300000000,03,U,01,"Baldwin County, AL",unemployment rate,Baldwin County,AL,2.2
LAUCN010030000000003,2024,M13,F,CN0100300000000,03,U,01,"Baldwin County, AL",unemployment rate,Baldwin County,AL,2.7
LAUCN010030000000003,2025,M13,F,CN0100300000000,03,U,01,"Baldwin County, AL",unemployment rate,Baldwin County,AL,2.5
LAUCN010050000000003,1990,M13,F,CN0100500000000,03,U,01,"Barbour County, AL",unemployment rate,Barbour County,AL,7.9
LAUCN010050000000003,1991,M13,F,CN0100500000000,03,U,01,"Barbour County, AL",unemployment rate,Barbour County,AL,8.7
LAUCN010050000000003,1992,M13,F,CN0100500000000,03,U,01,"Barbour County, AL",unemployment rate,Barbour County,AL,10.7
LAUCN010050000000003,1993,M13,F,CN0100500000000,03,U,01,"Barbour County, AL",unemployment rate,Barbour County,AL,10
LAUCN010050000000003,1994,M13,F,CN0100500000000,03,U,01,"Barbour County, AL",unemployment rate,Barbour County,AL,6.4
LAUCN010050000000003,1995,M13,F,CN0100500000000,03,U,01,"Barbour County, AL",unemployment rate,Barbour County,AL,8.2
LAUCN010050000000003,1996,M13,F,CN0100500000000,03,U,01,"Barbour County, AL",unemployment rate,Barbour County,AL,9.5
LAUCN010050000000003,1997,M13,F,CN0100500000000,03,U,01,"Barbour County, AL",unemployment rate,Barbour County,AL,7.3
LAUCN010050000000003,1998,M13,F,CN0100500000000,03,U,01,"Barbour County, AL",unemployment rate,Barbour County,AL,5
LAUCN010050000000003,1999,M13,F,CN0100500000000,03,U,01,"Barbour County, AL",unemployment rate,Barbour County,AL,4.8
LAUCN010050000000003,2000,M13,F,CN0100500000000,03,U,01,"Barbour County, AL",unemployment rate,Barbour County,AL,5.6
LAUCN010050000000003,2001,M13,F,CN0100500000000,03,U,01,"Barbour County, AL",unemployment rate,Barbour County,AL,7.5
LAUCN010050000000003,2002,M13,F,CN0100500000000,03,U,01,"Barbour County, AL",unemployment rate,Barbour County,AL,7.7
LAUCN010050000000003,2003,M13,F,CN0100500000000,03,U,01,"Barbour County, AL",unemployment rate,Barbour County,AL,7
LAUCN010050000000003,2004,M13,F,CN0100500000000,03,U,01,"Barbour County, AL",unemployment rate,Barbour County,AL,7.1
LAUCN010050000000003,2005,M13,F,CN0100500000000,03,U,01,"Barbour County, AL",unemployment rate,Barbour County,AL,5.8
LAUCN010050000000003,2006,M13,F,CN0100500000000,03,U,01,"Barbour County, AL",unemployment rate,Barbour County,AL,5.7
LAUCN010050000000003,2007,M13,F,CN0100500000000,03,U,01,"Barbour County, AL",unemployment rate,Barbour County,AL,6.4
LAUCN010050000000003,2008,M13,F,CN0100500000000,03,U,01,"Barbour County, AL",unemployment rate,Barbour County,AL,9.2
LAUCN010050000000003,2009,M13,F,CN0100500000000,03,U,01,"Barbour County, AL",unemployment rate,Barbour County,AL,12.7
LAUCN010050000000003,2010,M13,F,CN0100500000000,03,U,01,"Barbour County, AL",unemployment rate,Barbour County,AL,12.1
LAUCN010050000000003,2011,M13,F,CN0100500000000,03,U,01,"Barbour County, AL",unemployment rate,Barbour County,AL,11.4
LAUCN010050000000003,2012,M13,F,CN0100500000000,03,U,01,"Barbour County, AL",unemployment rate,Barbour County,AL,11.8
LAUCN010050000000003,2013,M13,F,CN0100500000000,03,U,01,"Barbour County, AL",unemployment rate,Barbour County,AL,10.4
LAUCN010050000000003,2014,M13,F,CN0100500000000,03,U,01,"Barbour County, AL",unemployment rate,Barbour County,AL,10.5
LAUCN010050000000003,2015,M13,F,CN0100500000000,03,U,01,"Barbour County, AL",unemployment rate,Barbour County,AL,8.9
LAUCN010050000000003,2016,M13,F,CN0100500000000,03,U,01,"Barbour County, AL",unemployment rate,Barbour County,AL,7.5
LAUCN010050000000003,2017,M13,F,CN0100500000000,03,U,01,"Barbour County, AL",unemployment rate,Barbour County,AL,5.4
LAUCN010050000000003,2018,M13,F,CN0100500000000,03,U,01,"Barbour County, AL",unemployment rate,Barbour County,AL,4.7
LAUCN010050000000003,2019,M13,F,CN0100500000000,03,U,01,"Barbour County, AL",unemployment rate,Barbour County,AL,3.7
LAUCN010050000000003,2020,M13,F,CN0100500000000,03,U,01,"Barbour County, AL",unemployment rate,Barbour County,AL,7
LAUCN010050000000003,2021,M13,F,CN0100500000000,03,U,01,"Barbour County, AL",unemployment rate,Barbour County,AL,5
LAUCN010050000000003,2022,M13,F,CN0100500000000,03,U,01,"Barbour County, AL",unemployment rate,Barbour County,AL,3.6
LAUCN010050000000003,2023,M13,F,CN0100500000000,03,U,01,"Barbour County, AL",unemployment rate,Barbour County,AL,3.9
LAUCN010050000000003,2024,M13,F,CN0100500000000,03,U,01,"Barbour County, AL",unemployment rate,Barbour County,AL,4
LAUCN010050000000003,2025,M13,F,CN0100500000000,03,U,01,"Barbour County, AL",unemployment rate,Barbour County,AL,3.6
LAUCN010070000000003,1990,M13,F,CN0100700000000,03,U,01,"Bibb County, AL",unemployment rate,Bibb County,AL,9.2
LAUCN010070000000003,1991,M13,F,CN0100700000000,03,U,01,"Bibb County, AL",unemployment rate,Bibb County,AL,11.7
LAUCN010070000000003,1992,M13,F,CN0100700000000,03,U,01,"Bibb County, AL",unemployment rate,Bibb County,AL,11
LAUCN010070000000003,1993,M13,F,CN0100700000000,03,U,01,"Bibb County, AL",unemployment rate,Bibb County,AL,11.5
LAUCN010070000000003,1994,M13,F,CN0100700000000,03,U,01,"Bibb County, AL",unemployment rate,Bibb County,AL,7.7
LAUCN010070000000003,1995,M13,F,CN0100700000000,03,U,01,"Bibb County, AL",unemployment rate,Bibb County,AL,6.5
LAUCN010070000000003,1996,M13,F,CN0100700000000,03,U,01,"Bibb County, AL",unemployment rate,Bibb County,AL,7.1
LAUCN010070000000003,1997,M13,F,CN0100700000000,03,U,01,"Bibb County, AL",unemployment rate,Bibb County,AL,7.4
LAUCN010070000000003,1998,M13,F,CN0100700000000,03,U,01,"Bibb County, AL",unemployment rate,Bibb County,AL,7.2
LAUCN010070000000003,1999,M13,F,CN0100700000000,03,U,01,"Bibb County, AL",unemployment rate,Bibb County,AL,6.8
LAUCN010070000000003,2000,M13,F,CN0100700000000,03,U,01,"Bibb County, AL",unemployment rate,Bibb County,AL,5.4
LAUCN010070000000003,2001,M13,F,CN0100700000000,03,U,01,"Bibb County, AL",unemployment rate,Bibb County,AL,6.7
LAUCN010070000000003,2002,M13,F,CN0100700000000,03,U,01,"Bibb County, AL",unemployment rate,Bibb County,AL,6.9
LAUCN010070000000003,2003,M13,F,CN0100700000000,03,U,01,"Bibb County, AL",unemployment rate,Bibb County,AL,5.9
LAUCN010070000000003,2004,M13,F,CN0100700000000,03,U,01,"Bibb County, AL",unemployment rate,Bibb County,AL,5.4
LAUCN010070000000003,2005,M13,F,CN0100700000000,03,U,01,"Bibb County, AL",unemployment rate,Bibb County,AL,4.5
LAUCN010070000000003,2006,M13,F,CN0100700000000,03,U,01,"Bibb County, AL",unemployment rate,Bibb County,AL,4.2
LAUCN010070000000003,2007,M13,F,CN0100700000000,03,U,01,"Bibb County, AL",unemployment rate,Bibb County,AL,4.2
LAUCN010070000000003,2008,M13,F,CN0100700000000,03,U,01,"Bibb County, AL",unemployment rate,Bibb County,AL,6.1
LAUCN010070000000003,2009,M13,F,CN0100700000000,03,U,01,"Bibb County, AL",unemployment rate,Bibb County,AL,11.7
LAUCN010070000000003,2010,M13,F,CN0100700000000,03,U,01,"Bibb County, AL",unemployment rate,Bibb County,AL,11.2
LAUCN010070000000003,2011,M13,F,CN0100700000000,03,U,01,"Bibb County, AL",unemployment rate,Bibb County,AL,10.4
LAUCN010070000000003,2012,M13,F,CN0100700000000,03,U,01,"Bibb County, AL",unemployment rate,Bibb County,AL,8.8
LAUCN010070000000003,2013,M13,F,CN0100700000000,03,U,01,"Bibb County, AL",unemployment rate,Bibb County,AL,8.1
LAUCN010070000000003,2014,M13,F,CN0100700000000,03,U,01,"Bibb County, AL",unemployment rate,Bibb County,AL,7.2
LAUCN010070000000003,2015,M13,F,CN0100700000000,03,U,01,"Bibb County, AL",unemployment rate,Bibb County,AL,6.6
LAUCN010070000000003,2016,M13,F,CN0100700000000,03,U,01,"Bibb County, AL",unemployment rate,Bibb County,AL,6.3
LAUCN010070000000003,2017,M13,F,CN0100700000000,03,U,01,"Bibb County, AL",unemployment rate,Bibb County,AL,4.4
LAUCN010070000000003,2018,M13,F,CN0100700000000,03,U,01,"Bibb County, AL",unemployment rate,Bibb County,AL,3.9
LAUCN010070000000003,2019,M13,F,CN0100700000000,03,U,01,"Bibb County, AL",unemployment rate,Bibb County,AL,3.2
LAUCN010070000000003,2020,M13,F,CN0100700000000,03,U,01,"Bibb County, AL",unemployment rate,Bibb County,AL,7.2
LAUCN010070000000003,2021,M13,F,CN0100700000000,03,U,01,"Bibb County, AL",unemployment rate,Bibb County,AL,3.4
LAUCN010070000000003,2022,M13,F,CN0100700000000,03,U,01,"Bibb County, AL",unemployment rate,Bibb County,AL,2.4
LAUCN010070000000003,2023,M13,F,CN0100700000000,03,U,01,"Bibb County, AL",unemployment rate,Bibb County,AL,2.4
LAUCN010070000000003,2024,M13,F,CN0100700000000,03,U,01,"Bibb County, AL",unemployment rate,Bibb County,AL,2.9
LAUCN010070000000003,2025,M13,F,CN0100700000000,03,U,01,"Bibb County, AL",unemployment rate,Bibb County,AL,2.7
LAUCN010090000000003,1990,M13,F,CN0100900000000,03,U,01,"Blount County, AL",unemployment rate,Blount County,AL,6.4
LAUCN010090000000003,1991,M13,F,CN0100900000000,03,U,01,"Blount County, AL",unemployment rate,Blount County,AL,5.7
LAUCN010090000000003,1992,M13,F,CN0100900000000,03,U,01,"Blount County, AL",unemployment rate,Blount County,AL,6.2
LAUCN010090000000003,1993,M13,F,CN0100900000000,03,U,01,"Blount County, AL",unemployment rate,Blount County,AL,5.3
LAUCN010090000000003,1994,M13,F,CN0100900000000,03,U,01,"Blount County, AL",unemployment rate,Blount County,AL,4.2
LAUCN010090000000003,1995,M13,F,CN0100900000000,03,U,01,"Blount County, AL",unemployment rate,Blount County,AL,4.4
LAUCN010090000000003,1996,M13,F,CN0100900000000,03,U,01,"Blount County, AL",unemployment rate,Blount County,AL,3.3
LAUCN010090000000003,1997,M13,F,CN0100900000000,03,U,01,"Blount County, AL",unemployment rate,Blount County,AL,3
LAUCN010090000000003,1998,M13,F,CN0100900000000,03,U,01,"Blount County, AL",unemployment rate,Blount County,AL,3.3
LAUCN010090000000003,1999,M13,F,CN0100900000000,03,U,01,"Blount County, AL",unemployment rate,Blount County,AL,2.8
LAUCN010090000000003,2000,M13,F,CN0100900000000,03,U,01,"Blount County, AL",unemployment rate,Blount County,AL,3.5
LAUCN010090000000003,2001,M13,F,CN0100900000000,03,U,01,"Blount County, AL",unemployment rate,Blount County,AL,3.6
LAUCN010090000000003,2002,M13,F,CN0100900000000,03,U,01,"Blount County, AL",unemployment rate,Blount County,AL,5.4
LAUCN010090000000003,2003,M13,F,CN0100900000000,03,U,01,"Blount County, AL",unemployment rate,Blount County,AL,4.6
LAUCN010090000000003,2004,M13,F,CN0100900000000,03,U,01,"Blount County, AL",unemployment rate,Blount County,AL,4.1
LAUCN010090000000003,2005,M13,F,CN0100900000000,03,U,01,"Blount County, AL",unemployment rate,Blount County,AL,3.6
LAUCN010090000000003,2006,M13,F,CN0100900000000,03,U,01,"Blount County, AL",unemployment rate,Blount County,AL,3.2
LAUCN010090000000003,2007,M13,F,CN0100900000000,03,U,01,"Blount County, AL",unemployment rate,Blount County,AL,3.3
LAUCN010090000000003,2008,M13,F,CN0100900000000,03,U,01,"Blount County, AL",unemployment rate,Blount County,AL,4.9
LAUCN010090000000003,2009,M13,F,CN0100900000000,03,U,01,"Blount County, AL",unemployment rate,Blount County,AL,8.8
LAUCN010090000000003,2010,M13,F,CN0100900000000,03,U,01,"Blount County, AL",unemployment rate,Blount County,AL,9.7
LAUCN010090000000003,2011,M13,F,CN0100900000000,03,U,01,"Blount County, AL",unemployment rate,Blount County,AL,8.6
LAUCN010090000000003,2012,M13,F,CN0100900000000,03,U,01,"Blount County, AL",unemployment rate,Blount County,AL,7.1
LAUCN010090000000003,2013,M13,F,CN0100900000000,03,U,01,"Blount County, AL",unemployment rate,Blount County,AL,6.4
LAUCN010090000000003,2014,M13,F,CN0100900000000,03,U,01,"Blount County, AL",unemployment rate,Blount County,AL,6.1
LAUCN010090000000003,2015,M13,F,CN0100900000000,03,U,01,"Blount County, AL",unemployment rate,Blount County,AL,5.4
LAUCN010090000000003,2016,M13,F,CN0100900000000,03,U,01,"Blount County, AL",unemployment rate,Blount County,AL,5.2
LAUCN010090000000003,2017,M13,F,CN0100900000000,03,U,01,"Blount County, AL",unemployment rate,Blount County,AL,4
LAUCN010090000000003,2018,M13,F,CN0100900000000,03,U,01,"Blount County, AL",unemployment rate,Blount County,AL,3.4
LAUCN010090000000003,2019,M13,F,CN0100900000000,03,U,01,"Blount County, AL",unemployment rate,Blount County,AL,2.8
LAUCN010090000000003,2020,M13,F,CN0100900000000,03,U,01,"Blount County, AL",unemployment rate,Blount County,AL,4.4
LAUCN010090000000003,2021,M13,F,CN0100900000000,03,U,01,"Blount County, AL",unemployment rate,Blount County,AL,2.3
LAUCN010090000000003,2022,M13,F,CN0100900000000,03,U,01,"Blount County, AL",unemployment rate,Blount County,AL,2.1
LAUCN010090000000003,2023,M13,F,CN0100900000000,03,U,01,"Blount County, AL",unemployment rate,Blount County,AL,2
LAUCN010090000000003,2024,M13,F,CN0100900000000,03,U,01,"Blount County, AL",unemployment rate,Blount County,AL,2.6
LAUCN010090000000003,2025,M13,F,CN0100900000000,03,U,01,"Blount County, AL",unemployment rate,Blount County,AL,2.4
LAUCN010110000000003,1990,M13,F,CN0101100000000,03,U,01,"Bullock County, AL",unemployment rate,Bullock County,AL,12.5
LAUCN010110000000003,1991,M13,F,CN0101100000000,03,U,01,"Bullock County, AL",unemployment rate,Bullock County,AL,18.7
LAUCN010110000000003,1992,M13,F,CN0101100000000,03,U,01,"Bullock County, AL",unemployment rate,Bullock County,AL,14.9
LAUCN010110000000003,1993,M13,F,CN0101100000000,03,U,01,"Bullock County, AL",unemployment rate,Bullock County,AL,14.7
LAUCN010110000000003,1994,M13,F,CN0101100000000,03,U,01,"Bullock County, AL",unemployment rate,Bullock County,AL,14.4
LAUCN010110000000003,1995,M13,F,CN0101100000000,03,U,01,"Bullock County, AL",unemployment rate,Bullock County,AL,16.6
LAUCN010110000000003,1996,M13,F,CN0101100000000,03,U,01,"Bullock County, AL",unemployment rate,Bullock County,AL,14.6
LAUCN010110000000003,1997,M13,F,CN0101100000000,03,U,01,"Bullock County, AL",unemployment rate,Bullock County,AL,10.3
LAUCN010110000000003,1998,M13,F,CN0101100000000,03,U,01,"Bullock County, AL",unemployment rate,Bullock County,AL,10.6
LAUCN010110000000003,1999,M13,F,CN0101100000000,03,U,01,"Bullock County, AL",unemployment rate,Bullock County,AL,10
LAUCN010110000000003,2000,M13,F,CN0101100000000,03,U,01,"Bullock County, AL",unemployment rate,Bullock County,AL,8.6
LAUCN010110000000003,2001,M13,F,CN0101100000000,03,U,01,"Bullock County, AL",unemployment rate,Bullock County,AL,9.9
LAUCN010110000000003,2002,M13,F,CN0101100000000,03,U,01,"Bullock County, AL",unemployment rate,Bullock County,AL,10.1
LAUCN010110000000003,2003,M13,F,CN0101100000000,03,U,01,"Bullock County, AL",unemployment rate,Bullock County,AL,10.9
LAUCN010110000000003,2004,M13,F,CN0101100000000,03,U,01,"Bullock County, AL",unemployment rate,Bullock County,AL,11.4
LAUCN010110000000003,2005,M13,F,CN0101100000000,03,U,01,"Bullock County, AL",unemployment rate,Bullock County,AL,9.4
LAUCN010110000000003,2006,M13,F,CN0101100000000,03,U,01,"Bullock County, AL",unemployment rate,Bullock County,AL,8.8
LAUCN010110000000003,2007,M13,F,CN0101100000000,03,U,01,"Bullock County, AL",unemployment rate,Bullock County,AL,9.6
LAUCN010110000000003,2008,M13,F,CN0101100000000,03,U,01,"Bullock County, AL",unemployment rate,Bullock County,AL,11
LAUCN010110000000003,2009,M13,F,CN0101100000000,03,U,01,"Bullock County, AL",unemployment rate,Bullock County,AL,13.9
LAUCN010110000000003,2010,M13,F,CN0101100000000,03,U,01,"Bullock County, AL",unemployment rate,Bullock County,AL,11.6
LAUCN010110000000003,2011,M13,F,CN0101100000000,03,U,01,"Bullock County, AL",unemployment rate,Bullock County,AL,11.5
LAUCN010110000000003,2012,M13,F,CN0101100000000,03,U,01,"Bullock County, AL",unemployment rate,Bullock County,AL,10.6
LAUCN010110000000003,2013,M13,F,CN0101100000000,03,U,01,"Bullock County, AL",unemployment rate,Bullock County,AL,9.5
LAUCN010110000000003,2014,M13,F,CN0101100000000,03,U,01,"Bullock County, AL",unemployment rate,Bullock County,AL,8.8
LAUCN010110000000003,2015,M13,F,CN0101100000000,03,U,01,"Bullock County, AL",unemployment rate,Bullock County,AL,7.9
LAUCN010110000000003,2016,M13,F,CN0101100000000,03,U,01,"Bullock County, AL",unemployment rate,Bullock County,AL,7.6
LAUCN010110000000003,2017,M13,F,CN0101100000000,03,U,01,"Bullock County, AL",unemployment rate,Bullock County,AL,5.7
LAUCN010110000000003,2018,M13,F,CN0101100000000,03,U,01,"Bullock County, AL",unemployment rate,Bullock County,AL,5.3
LAUCN010110000000003,2019,M13,F,CN0101100000000,03,U,01,"Bullock County, AL",unemployment rate,Bullock County,AL,4.4
LAUCN010110000000003,2020,M13,F,CN0101100000000,03,U,01,"Bullock County, AL",unemployment rate,Bullock County,AL,6.8
LAUCN010110000000003,2021,M13,F,CN0101100000000,03,U,01,"Bullock County, AL",unemployment rate,Bullock County,AL,4.5
LAUCN010110000000003,2022,M13,F,CN0101100000000,03,U,01,"Bullock County, AL",unemployment rate,Bullock County,AL,3.1
LAUCN010110000000003,2023,M13,F,CN0101100000000,03,U,01,"Bullock County, AL",unemployment rate,Bullock County,AL,2.6
LAUCN010110000000003,2024,M13,F,CN0101100000000,03,U,01,"Bullock County, AL",unemployment rate,Bullock County,AL,3.7
LAUCN010110000000003,2025,M13,F,CN0101100000000,03,U,01,"Bullock County, AL",unemployment rate,Bullock County,AL,3.4
LAUCN010130000000003,1990,M13,F,CN0101300000000,03,U,01,"Butler County, AL",unemployment rate,Butler County,AL,12.9
LAUCN010130000000003,1991,M13,F,CN0101300000000,03,U,01,"Butler County, AL",unemployment rate,Butler County,AL,12
LAUCN010130000000003,1992,M13,F,CN0101300000000,03,U,01,"Butler County, AL",unemployment rate,Butler County,AL,12.1
LAUCN010130000000003,1993,M13,F,CN0101300000000,03,U,01,"Butler County, AL",unemployment rate,Butler County,AL,10.8
