name,type,latitude,longitude,popup
Opera Baltimore,Professional Company Member,39.2970026,-76.6165226,"<strong>Opera Baltimore</strong><br/>Baltimore, MD<br/>Type: Professional Company Member"
Lyric Opera of the North,Professional Company Member,46.787977,-92.107765,"<strong>Lyric Opera of the North</strong><br/>Duluth, MN<br/>Type: Professional Company Member"
Milwaukee Opera Theatre,Professional Company Member,43.053271,-87.998951,"<strong>Milwaukee Opera Theatre</strong><br/>Wauwatosa, WI<br/>Type: Professional Company Member"
Opera on Tap,Professional Company Member,40.64528,-73.97508,"<strong>Opera on Tap</strong><br/>Brooklyn, NY<br/>Type: Professional Company Member"
Opera Tampa,Professional Company Member,27.9516138,-82.4639399,"<strong>Opera Tampa</strong><br/>Tampa, FL<br/>Type: Professional Company Member"
Overtone Industries,Professional Company Member,34.0644171,-118.3710897,"<strong>Overtone Industries</strong><br/>Los Angeles, CA<br/>Type: Professional Company Member"
Pacific Opera Project,Professional Company Member,34.1175895,-118.188329,"<strong>Pacific Opera Project</strong><br/>Los Angeles, CA<br/>Type: Professional Company Member"
Opera Cultura,Professional Company Member,37.739584,-122.158989,"<strong>Opera Cultura</strong><br/>Oakland, CA<br/>Type: Professional Company Member"
St. Petersburg Opera Company,Professional Company Member,27.7703677,-82.6356732,"<strong>St. Petersburg Opera Company</strong><br/>St. Petersburg, FL<br/>Type: Professional Company Member"
Washington Concert Opera,Professional Company Member,38.9224746,-77.0348904,"<strong>Washington Concert Opera</strong><br/>Washington, DC<br/>Type: Professional Company Member"
Amarillo Opera,Professional Company Member,35.1876426,-101.844523,"<strong>Amarillo Opera</strong><br/>Amarillo, TX<br/>Type: Professional Company Member"
American Lyric Theater,Professional Company Member,40.7583763,-73.9934141,"<strong>American Lyric Theater</strong><br/>New York, NY<br/>Type: Professional Company Member"
American Opera Projects,Professional Company Member,40.685136,-73.9735133,"<strong>American Opera Projects</strong><br/>Brooklyn, NY<br/>Type: Professional Company Member"
Annapolis Opera,Professional Company Member,38.9738068,-76.5056846,"<strong>Annapolis Opera</strong><br/>Annapolis, MD<br/>Type: Professional Company Member"
Arizona Opera,Professional Company Member,33.4673673,-112.0741316,"<strong>Arizona Opera</strong><br/>Phoenix, AZ<br/>Type: Professional Company Member"
Charlottesville Opera,Professional Company Member,38.032291,-78.479506,"<strong>Charlottesville Opera</strong><br/>Charlottesville, VA<br/>Type: Professional Company Member"
Atlanta Opera,Professional Company Member,33.7977439,-84.4075634,"<strong>Atlanta Opera</strong><br/>Atlanta, GA<br/>Type: Professional Company Member"
Austin Opera,Professional Company Member,30.37976,-97.730224,"<strong>Austin Opera</strong><br/>Austin, TX<br/>Type: Professional Company Member"
Beth Morrison Projects,Professional Company Member,40.6464559,-73.9607382,"<strong>Beth Morrison Projects</strong><br/>Brooklyn, NY<br/>Type: Professional Company Member"
Cedar Rapids Opera,Professional Company Member,41.9755909,-91.6658426,"<strong>Cedar Rapids Opera</strong><br/>Cedar Rapids, IA<br/>Type: Professional Company Member"
Central City Opera,Professional Company Member,39.7093169,-104.9399516,"<strong>Central City Opera</strong><br/>Wheat Ridge, CO<br/>Type: Professional Company Member"
Chautauqua Opera,Professional Company Member,40.7583788,-73.9934804,"<strong>Chautauqua Opera</strong><br/>New York, NY<br/>Type: Professional Company Member"
Chicago Opera Theater,Professional Company Member,41.8860676,-87.6256982,"<strong>Chicago Opera Theater</strong><br/>Chicago, IL<br/>Type: Professional Company Member"
Cincinnati Opera,Professional Company Member,39.1098891,-84.518997100000007,"<strong>Cincinnati Opera</strong><br/>Cincinnati, OH<br/>Type: Professional Company Member"
Dallas Opera,Professional Company Member,32.7908527,-96.7980483,"<strong>Dallas Opera</strong><br/>Dallas, TX<br/>Type: Professional Company Member"
Dayton Performing Arts Alliance,Professional Company Member,39.7619111,-84.1918682,"<strong>Dayton Performing Arts Alliance</strong><br/>Dayton, OH<br/>Type: Professional Company Member"
Des Moines Metro Opera,Professional Company Member,41.3626004,-93.561969,"<strong>Des Moines Metro Opera</strong><br/>Indianola, IA<br/>Type: Professional Company Member"
Eugene Opera,Professional Company Member,44.0425817,-123.0931221,"<strong>Eugene Opera</strong><br/>Eugene, OR<br/>Type: Professional Company Member"
Ardea Arts - Opera Out Of Bounds,Professional Company Member,40.7222425,-74.0013104,"<strong>Ardea Arts - Opera Out Of Bounds</strong><br/>New York, NY<br/>Type: Professional Company Member"
Fargo-Moorhead Opera,Professional Company Member,46.877229,-96.789821,"<strong>Fargo-Moorhead Opera</strong><br/>Fargo, ND<br/>Type: Professional Company Member"
Festival Opera,Professional Company Member,37.9011498,-122.0613121,"<strong>Festival Opera</strong><br/>Walnut Creek, CA<br/>Type: Professional Company Member"
Florentine Opera Company,Professional Company Member,43.044243943437635,-87.91404488833895,"<strong>Florentine Opera Company</strong><br/>Milwaukee, WI<br/>Type: Professional Company Member"
Florida Grand Opera,Professional Company Member,25.791972,-80.194188,"<strong>Florida Grand Opera</strong><br/>Miami, FL<br/>Type: Professional Company Member"
Fort Worth Opera,Professional Company Member,32.75635,-97.32733,"<strong>Fort Worth Opera</strong><br/>Fort Worth, TX<br/>Type: Professional Company Member"
Glimmerglass Festival,Professional Company Member,42.7006303,-74.924321,"<strong>Glimmerglass Festival</strong><br/>Cooperstown, NY<br/>Type: Professional Company Member"
Hawai'i Opera Theatre,Professional Company Member,21.3044798,-157.8501354,"<strong>Hawai'i Opera Theatre</strong><br/>Honolulu, HI<br/>Type: Professional Company Member"
HERE,Professional Company Member,40.7251584,-74.004931,"<strong>HERE</strong><br/>New York, NY<br/>Type: Professional Company Member"
Houston Grand Opera,Professional Company Member,29.7636876,-95.3656217,"<strong>Houston Grand Opera</strong><br/>Houston, TX<br/>Type: Professional Company Member"
Opera Montana,Professional Company Member,45.6789984,-111.0354198,"<strong>Opera Montana</strong><br/>Bozeman, MT<br/>Type: Professional Company Member"
Knoxville Opera,Professional Company Member,35.9743354,-83.915378,"<strong>Knoxville Opera</strong><br/>Knoxville, TN<br/>Type: Professional Company Member"
Livermore Valley Opera,Professional Company Member,37.6818745,-121.7680088,"<strong>Livermore Valley Opera</strong><br/>Livermore, CA<br/>Type: Professional Company Member"
Long Beach Opera,Professional Company Member,33.7736714,-118.1941225,"<strong>Long Beach Opera</strong><br/>Long Beach, CA<br/>Type: Professional Company Member"
Los Angeles Opera,Professional Company Member,34.0566067,-118.2489325,"<strong>Los Angeles Opera</strong><br/>Los Angeles, CA<br/>Type: Professional Company Member"
Lyric Opera of Chicago,Professional Company Member,41.8823318,-87.6373977,"<strong>Lyric Opera of Chicago</strong><br/>Chicago, IL<br/>Type: Professional Company Member"
Lyric Opera of Kansas City,Professional Company Member,39.0921188,-94.5747032,"<strong>Lyric Opera of Kansas City</strong><br/>Kansas City, MO<br/>Type: Professional Company Member"
Madison Opera,Professional Company Member,43.0723425,-89.389739,"<strong>Madison Opera</strong><br/>Madison, WI<br/>Type: Professional Company Member"
Metropolitan Opera,Professional Company Member,40.7769059,-73.9800645,"<strong>Metropolitan Opera</strong><br/>New York, NY<br/>Type: Professional Company Member"
Detroit Opera,Professional Company Member,42.3364696,-83.0488075,"<strong>Detroit Opera</strong><br/>Detroit, MI<br/>Type: Professional Company Member"
Minnesota Opera,Professional Company Member,44.9893512,-93.2740846,"<strong>Minnesota Opera</strong><br/>Minneapolis, MN<br/>Type: Professional Company Member"
Opera Mississippi,Professional Company Member,32.3,-90.18,"<strong>Opera Mississippi</strong><br/>Jackson, MS<br/>Type: Professional Company Member"
Mobile Opera,Professional Company Member,30.6909321,-88.0441179,"<strong>Mobile Opera</strong><br/>Mobile, AL<br/>Type: Professional Company Member"
New Performance Traditions,Professional Company Member,37.7829058,-122.4109776,"<strong>New Performance Traditions</strong><br/>San Francisco, CA<br/>Type: Professional Company Member"
Nashville Opera,Professional Company Member,36.14509823826565,-86.82594144595518,"<strong>Nashville Opera</strong><br/>Nashville, TN<br/>Type: Professional Company Member"
Nautilus Music-Theater,Professional Company Member,44.9492634,-93.0835857,"<strong>Nautilus Music-Theater</strong><br/>St. Paul, MN<br/>Type: Professional Company Member"
New Orleans Opera Association,Professional Company Member,29.9470487,-90.0705249,"<strong>New Orleans Opera Association</strong><br/>New Orleans, LA<br/>Type: Professional Company Member"
North Carolina Opera,Professional Company Member,35.7968559,-78.6506259,"<strong>North Carolina Opera</strong><br/>Raleigh, NC<br/>Type: Professional Company Member"
Opera Birmingham,Professional Company Member,33.5176783,-86.7785792,"<strong>Opera Birmingham</strong><br/>Birmingham, AL<br/>Type: Professional Company Member"
